name;lat;lon;value
München-Flughafen;48,347741;11,813385;15
Lahr;48,364742;7,827986;5,4
Hechingen;48,375242;8,980043;14,3
Münsingen-Apfelstetten;48,385084;9,483739;10,5
Weihenstephan-Dürnast;48,402404;11,694552;17,7
Altomünster-Maisbrunn;48,406036;11,311694;9,4
Augsburg;48,425292;10,941681;10,2
Ohlsbach;48,432972;7,993002;6,7
Ulm-Mähringen;48,441768;9,921613;12,4
Freudenstadt;48,453828;8,408952;33,6
Falkenberg,Kr.Rottal-Inn;48,483155;12,724136;9
Günzburg;48,487813;10,260783;11,6
Merklingen;48,512173;9,764396;10,8
Metzingen;48,537661;9,273374;8,1
Fürstenzell;48,545114;13,353159;6,7
Dillingen/Donau-Fristingen;48,556225;10,55985;17,8
Landshut-Reithof;48,57337;12,257556;17,7
Hermaringen-Allewind;48,609888;10,267397;14,5
Aldersbach-Kramersepp;48,618259;13,062023;8,9
Neubulach-Oberhaugstett;48,65156;8,680111;13,8
Gottfrieding;48,659461;12,538816;14,1
Stötten;48,665587;9,864791;8,7
Rheinau-Memprechtshofen;48,670276;7,993861;11,8
Notzingen;48,670477;9,462704;6,8
Stuttgart-Echterdingen;48,688265;9,223548;5,9
Elsendorf-Horneck;48,701956;11,849253;21,5
Baden-Baden-Geroldsau;48,726985;8,245738;20,6
Donauwörth-Osterweiler;48,737412;10,739322;16,3
Renningen-Ihinger Hof;48,742509;8,923969;8,4
Mallersdorf-Pfaffenberg-Oberlindhart;48,754821;12,211843;21,3
Schwäbisch Gmünd-Weiler;48,769466;9,873745;22,3
Saldenburg-Entschenreuth;48,783156;13,314592;19,2
Grainet-Rehberg;48,78935;13,629026;15,1
Harburg;48,791834;10,706234;10,6
Reimlingen;48,825254;10,506667;17,5
Straubing;48,827504;12,559695;18,4
Stuttgart (Schnarrenberg);48,828085;9,200028;5,6
Kösching;48,830189;11,487243;14,8
Metten;48,85476;12,918911;22,8
Eichstätt-Landershofen;48,877749;11,23488;20,1
Kaisersbach-Cronhütte;48,917038;9,687101;27,7
Pforzheim-Ispringen;48,93291;8,69727;5,3
Gelbelsee;48,948116;11,428929;13,3
Sachsenheim;48,95688;9,071052;8,3
Mühlacker;48,972073;8,873462;8,3
Rheinstetten;48,972627;8,330081;9,5
Ellwangen-Rindelbach;48,989494;10,131236;14,1
Weißenburg-Emetzheim;49,01153;10,930837;12,2
Großerlach-Mannenweiler;49,021043;9,603252;24,8
Regensburg;49,042482;12,101943;17
Bergzabern, Bad;49,107025;7,996749;23,9
Prackenbach-Neuhäusl;49,108809;12,823114;25,4
Großer Arber;49,112887;13,133791;11,5
Obersulm-Willsbach;49,128011;9,352493;10,3
Parsberg/Oberpfalz-Eglwang;49,15102;11,689638;15,1
Feuchtwangen-Heilbronn;49,162297;10,366126;10,8
Schorndorf-Knöbling;49,16435;12,617494;22,7
Eppingen-Elsenz;49,166069;8,848331;5
Kirchberg/Jagst-Herboldshausen;49,180406;9,979985;12,3
Pirmasens;49,191191;7,5879;9
Öhringen;49,207016;9,517582;10,1
Saarbrücken-Ensheim;49,212782;7,107653;8,7
Roth;49,216232;11,103514;9,2
Saarbrücken-Burbach;49,240557;6,935134;8,2
Waghäusel-Kirrlach;49,244471;8,537434;3,6
Berus;49,264058;6,686776;11,5
Waibstadt;49,294262;8,905286;9,3
Schwandorf;49,327835;12,087053;14,5
Ingelfingen-Stachenhausen;49,33275;9,704008;9,8
Neunkirchen-Wellesweiler;49,343983;7,229738;13,1
Waldmünchen;49,390952;12,683802;16,5
Nürnberg-Netzstall;49,425771;11,253851;12,3
Kaiserslautern;49,426213;7,755714;15,7
Oberviechtach;49,452096;12,436546;22,6
Amberg-Unterammersricht;49,469061;11,854626;16
Dürkheim, Bad;49,471913;8,192896;7
Tholey;49,473721;7,038522;17,6
Pommelsbrunn-Mittelburg;49,477723;11,535701;18,8
Markt Erlbach-Hagenhofen;49,4875;10,6277;6,1
Nürnberg;49,503031;11,054923;7,3
Mannheim;49,506251;8,558439;6
Buchen, Kr. Neckar-Odenwald;49,518188;9,321293;21,2
Perl-Nennig;49,535353;6,378874;20,7
Weiskirchen/Saar;49,553365;6,811951;27
Oberzent-Beerfelden;49,561729;8,967329;26,6
Ruppertsecken;49,646838;7,883741;9,4
Möhrendorf-Kleinseebach;49,649749;11,007464;11,1
Gräfenberg-Kasberg;49,66399;11,223886;13,9
Weiden;49,666221;12,184448;13,5
Michelstadt;49,669151;9,008528;17,2
Michelstadt-Vielbrunn;49,717686;9,099716;11,5
Alzey;49,7273;8,116356;3,8
Trier-Zewen;49,732632;6,613147;14,3
Kitzingen;49,736318;10,178126;4,7
Trier-Petrisberg;49,747891;6,658305;10,6
Deuselbach;49,761881;7,054245;16,3
Freudenberg/Main-Boxtal;49,763628;9,406294;6,8
Röllbach;49,764399;9,253038;6,5
Würzburg;49,770378;9,957627;4,4
Neustadt am Kulm-Filchendorf;49,817404;11,863829;8,2
Kreuznach, Bad;49,850173;7,871018;3,5
Ebrach;49,851954;10,499124;8,1
Tirschenreuth-Lodermühl;49,857617;12,354218;14
Bamberg;49,874252;10,920558;8,4
Darmstadt;49,880895;8,677906;12
Schaafheim-Schlierbach;49,919503;8,967164;9,1
Olsdorf;49,944479;6,38211;16,1
Hahn;49,946281;7,264495;6
Heinersreuth-Vollhof;49,966617;11,519843;7,3
Arnstein-Müdesheim;49,969403;9,911391;5,7
Fichtelberg/Oberfranken-Hüttstadl;49,980702;11,837601;18,5
Geisenheim;49,985894;7,95482;2,4
Simmern-Wahlbach;49,99959;7,59812;4,8
Lohr/Main-Halsbach;50,0132;9,654033;10,5
Frankfurt/Main;50,025911;8,521294;9,7
Wunsiedel-Schönbrunn;50,031507;11,974501;21,4
Blankenrath;50,037229;7,307861;8,2
Schonungen-Mainberg;50,05794;10,297205;4,6
Kahl/Main;50,064347;8,992973;7,2
Staffelstein, Bad-Stublang;50,080563;11,046698;9,8
Offenbach-Wetterpark;50,08995;8,786165;9,3
Manderscheid-Sonnenhof;50,101542;6,800909;21,7
Frankfurt/Main-Westend;50,126877;8,669396;13,2
Wiesbaden-Auringen;50,132052;8,316938;13,4
Schönwald/Ofr.-Brunn;50,184665;12,079139;7,2
Kleiner Feldberg/Taunus;50,221797;8,446883;16
Kissingen, Bad;50,223991;10,079245;9,1
Kronach;50,252352;11,320925;7
Waldems-Reinborn;50,259603;8,360676;3,7
Gründau-Breitenborn;50,266701;9,185383;7,7
Elster, Bad-Sohl;50,27046;12,274171;3,9
Königshofen, Bad;50,284014;10,445599;3,5
Schneifelforsthaus;50,296848;6,419387;21,7
Lautertal-Oberlauter;50,306639;10,967938;4,9
Hof;50,312257;11,876039;6,5
Schlüchtern-Herolz;50,344656;9,55333;7
Sandberg;50,351779;10,003374;22
Nauheim, Bad;50,357418;8,750564;7,5
Nürburg-Barweiler;50,360174;6,869659;9,2
Runkel-Ennerich;50,393972;8,142276;0,7
Teuschnitz;50,400246;11,38883;21,4
Veilsdorf;50,41672;10,815607;5,4
Andernach;50,423665;7,420171;0,4
Fichtelberg;50,428295;12,953583;5,1
Carlsfeld;50,431251;12,611421;11,6
Lobenstein, Bad;50,450456;11,63497;8,7
Ostheim v.d. Rhön;50,453837;10,221065;9,3
Plauen;50,481832;12,130043;0,5
Wasserkuppe;50,497265;9,942732;12,2
Neuhaus am Rennweg;50,500253;11,13446;30,2
Kall-Sistig;50,50141;6,526408;10,9
Hoherodskopf/Vogelsberg;50,508396;9,224634;11,9
Birx/Rhön;50,53092;10,047947;14,4
Neuenahr, Bad-Ahrweiler;50,534561;7,085337;3,6
Treuen;50,5467;12,2863;1,1
Meiningen;50,561131;10,377137;7,4
Löhnberg-Obershausen;50,561656;8,238629;9,3
Hümmerich;50,565053;7,484345;1,1
Fulda-Horas;50,566786;9,653221;5,4
Schleiz;50,567906;11,804085;0,4
Aue;50,590826;12,713873;0,4
Gießen/Wettenberg;50,601715;8,643898;3,2
Deutschneudorf-Brüderwiese;50,619956;13,481701;2,4
Tann/Rhön;50,639028;10,022846;6,1
Schwarzburg;50,64406;11,193618;1,6
Marienberg;50,651055;13,146876;0,6
Schmücke;50,654518;10,769601;8,8
Langenwetzendorf-Göttendorf;50,661003;12,075583;0,6
Marienberg, Bad;50,662061;7,960264;5,1
Nideggen-Schmidt;50,674261;6,423998;13,2
Krölpa-Rockendorf;50,681954;11,515024;0
Lichtentanne;50,68786;12,432937;0,3
Weilerswist-Lommersum;50,711886;6,790489;2,6
Schmieritz-Weltwitz;50,728119;11,783769;0,3
Königswinter-Heiderhof;50,729285;7,204024;2,2
Zinnwald-Georgenfeld;50,731347;13,751612;6
Martinroda;50,733481;10,881516;4,9
Hilgenroth;50,737016;7,652531;6,4
Alsfeld-Eifa;50,744591;9,344972;4,1
Neu-Ulrichstein;50,751337;9,022428;7,8
Chemnitz;50,791286;12,871977;1
Aachen-Orsbach;50,798281;6,02439;11,8
Salzungen, Bad-Gräfen-Nitzendorf;50,842634;10,251814;3,5
Neunkirchen-Seelscheid-Krawinkel;50,844636;7,371973;4,6
Kleiner Inselsberg;50,845847;10,480262;12,8
Cölbe, Kr. Marburg-Biedenkopf;50,849234;8,774517;8,6
Hersfeld, Bad;50,851957;9,737694;3,6
Köln/Bonn;50,864547;7,157524;3
Gera-Leumnitz;50,881208;12,128885;0,4
Neukirchen-Hauptschwenda;50,89228;9,40498;3,8
Waltershausen;50,896285;10,54834;10
Bertsdorf-Hörnitz;50,899151;14,745622;10,7
Berka, Bad (Flugplatz);50,907455;11,266477;0,3
Dippoldiswalde-Reinberg;50,911626;13,708675;1,3
Jena (Sternwarte);50,925126;11,583023;0,3
Lichtenhain-Mittelndorf;50,938325;14,20938;3,2
Gilserberg-Moischeid;50,965565;9,050014;6,2
Starkenberg-Tegkwitz;50,977086;12,341909;1,1
Erfurt-Weimar;50,982887;10,960753;0,3
Berleburg, Bad-Stünzel;50,983713;8,368331;17,6
Köln-Stammheim;50,989428;6,977688;3,6
Reichshof-Eckenhagen;50,990623;7,695754;9,2
Eisenach;51,000736;10,36211;8,2
Weimar-Schöndorf;51,01765;11,354409;0,5
Dresden-Hosterwitz;51,022068;13,847006;0,7
Burgwald-Bottendorf;51,030568;8,814605;7,3
Zeitz;51,031411;12,14949;1
Nossen;51,050698;13,300254;1,7
Sohland/Spree;51,059354;14,426617;9
Sontra;51,060686;9,926618;3,2
Dachwig;51,077772;10,861875;2,6
Osterfeld;51,08716;11,929265;0,7
Geringswalde-Altgeringswalde;51,088078;12,932593;2,2
Meinerzhagen-Redlendorf;51,089851;7,628924;10,4
Naumburg/Saale-Kreipitzsch;51,10439;11,711157;1
Dresden-Klotzsche;51,127797;13,754251;1,8
Klipphausen-Garsebach;51,129431;13,432783;1,8
Mönchengladbach-Hilderath;51,131263;6,360819;6,5
Lennestadt-Theten;51,133253;8,034831;7,5
Olbersleben;51,150665;11,332074;0,8
Kubschütz, Kr. Bautzen;51,160383;14,504184;1,5
Görlitz;51,162129;14,950606;2,4
Kahler Asten;51,180254;8,489068;14,4
Eschwege;51,204132;10,013767;2,2
Mühlhausen/Thüringen-Görmar;51,206117;10,497829;2,3
Wuppertal-Buchenhofen;51,225598;7,105176;3,6
Lüdenscheid;51,245158;7,642497;4,4
Eslohe;51,25399;8,15653;10,2
Schauenburg-Elgershausen;51,283452;9,358959;2,6
Tönisvorst;51,289722;6,443651;11,3
Düsseldorf;51,295968;6,768626;5,3
Oschatz;51,29598;13,09283;2
Leipzig-Holzhausen;51,31509;12,446226;2,6
Gevelsberg-Oberbröking;51,332887;7,341174;4,2
Twistetal-Mühlhausen;51,3344;8,913191;3,3
Sondershausen;51,369118;10,88001;2
Artern;51,374418;11,291962;2,3
Querfurt-Mühle Lodersleben;51,389498;11,541221;1,6
Lauchstädt, Bad;51,39092;11,878575;0,7
Leinefelde;51,393197;10,312349;1,7
Essen-Bredeney;51,404085;6,967741;7,5
Brilon-Thülen;51,413998;8,649983;4,1
Leipzig/Halle;51,434711;12,239585;1,7
Hoyerswerda;51,449238;14,25327;2,1
Arnsberg-Neheim;51,46332;7,97797;1,3
Geldern-Walbeck;51,494168;6,246343;5,7
Göttingen;51,500248;9,950659;1,2
Bochum;51,502642;7,228914;3,9
Warburg;51,50392;9,111774;2,1
Duisburg-Baerl;51,508794;6,701773;12,7
Klitzschen bei Torgau;51,518528;12,906488;3,1
Schipkau-Klettwitz;51,555433;13,884528;3,9
Muskau, Bad;51,565979;14,70081;3,7
Werl;51,576347;7,887922;1,8
Waltrop-Abdinghof;51,596642;7,404843;2,2
Wesertal-Lippoldsberg;51,61941;9,57491;4,8
Herzberg;51,625476;10,369512;6,4
Lippstadt-Bökenförde;51,633617;8,39445;0,6
Harzgerode;51,651967;11,136645;4,8
Oberharz am Brocken-Stiege;51,664645;10,881071;8,5
Jeßnitz;51,681752;12,305347;2,9
Braunlage;51,723383;10,602109;14,1
Aschersleben-Mehringen;51,725946;11,510942;5,4
Köthen (Anhalt);51,751087;12,009351;3
Kleve;51,761242;6,095381;3,6
Wernigerode-Schierke;51,765838;10,65328;14,4
Lüdinghausen-Brochtrup;51,766342;7,519387;2,8
Cottbus;51,775938;14,316799;1,8
Lippspringe, Bad;51,785416;8,838795;2,7
Quedlinburg;51,795344;11,131995;6,4
Brocken;51,798615;10,61828;8,5
Bernburg/Saale (Nord);51,821792;11,71098;1,9
Ennigerloh-Ostenfelde;51,841775;8,060717;1,3
Wernigerode;51,84544;10,768627;3,1
Bevern, Kr. Holzminden;51,85294;9,495274;2,3
Lügde-Paenbruch;51,866393;9,271007;3
Borken in Westfalen;51,873046;6,886297;2,8
Wittenberg;51,889124;12,644598;3,1
Harzburg, Bad;51,900249;10,569851;2,6
Seesen;51,903979;10,188488;5,8
Langenlipsdorf;51,917335;13,087762;3,5
Lübben-Blumenfelde;51,926694;13,879715;3,3
Alfeld;51,964331;9,80717;2,4
Coschen;52,019184;14,725442;2,7
Huy-Pabstorf;52,030421;10,962603;6,6
Baruth;52,061303;13,499731;3,8
Bielefeld-Deppendorf;52,071449;8,456493;3,5
Ahaus;52,0813;6,940893;4,5
Hameln-Hastenbeck;52,081826;9,407661;1,4
Magdeburg;52,102896;11,582674;5,2
Salzuflen, Bad;52,104207;8,752053;1,9
Wiesenburg;52,120644;12,458559;6,8
Münster/Osnabrück;52,134375;7,696859;7,1
Ummendorf;52,160107;11,17586;5,5
Lindenberg;52,208489;14,118032;4
Möckern-Drewitz;52,217417;12,164088;7
Helmstedt-Emmerstedt;52,246687;10,959207;5
Braunschweig;52,291469;10,446448;3
Belm;52,317043;8,16943;3
Barsinghausen-Hohenbostel;52,319851;9,42997;1,8
Wusterwitz;52,361279;12,386733;6,1
Berlin Brandenburg;52,380702;13,530576;4,3
Genthin;52,387511;12,160174;6,6
Rahden-Kleinendorf;52,446122;8,590574;0,9
Hannover;52,464428;9,677906;1,5
Berlin-Tempelhof;52,467551;13,401981;5,5
Alfhausen;52,485322;7,912544;5
Demker;52,507485;11,855089;7
Lingen-Baccum;52,512631;7,413109;4,5
Gardelegen;52,512889;11,394174;5,3
Müncheberg;52,517588;14,123226;3,2
Manschnow;52,546778;14,54525;3,3
Diepholz;52,588112;8,342405;4,5
Berge;52,619829;12,786684;5,9
Berlin-Buch;52,630956;13,502135;4,9
Wittingen-Vorhop;52,642294;10,662762;3,3
Nienburg;52,671092;9,222894;1,2
Heckelberg;52,746142;13,842702;3,2
Groß Berßen;52,755286;7,481492;4,6
Bassum;52,86303;8,698853;3,2
Seehausen;52,891088;11,729659;5,1
Großenkneten;52,933593;8,237018;2,1
Kyritz;52,936248;12,409335;5,1
Uelzen;52,941435;10,528857;0,6
Neuruppin-Alt Ruppin;52,943711;12,851826;5,5
Dörpen;52,954199;7,319679;5,3
Soltau;52,960408;9,793049;4,6
Zehdenick;52,96635;13,326752;4,7
Lüchow;52,972379;11,137371;1,9
Angermünde;53,031558;13,99082;3,2
Bremen;53,04507;8,798084;0,8
Friesoythe-Altenoythe;53,064301;7,901969;2,4
Lenzen/Elbe;53,100708;11,486414;2,9
Stechlin-Menz;53,101974;13,042072;4,7
Rotenburg (Wümme);53,128923;9,339795;1,5
Wittstock-Rote Mühle;53,186436;12,494939;3,4
Wendisch Evern;53,213878;10,470375;2,1
Worpswede-Hüttenbusch;53,275827;8,985687;1,5
Grünow;53,315357;13,933856;2,5
Feldberg/Mecklenburg;53,317622;13,417485;1,8
Marnitz;53,32222;11,932143;4,4
Rosengarten-Klecken;53,3629;9,943511;2,9
Grambow-Schwennenz;53,383698;14,372801;2,7
Emden;53,388122;7,228716;4,8
Boizenburg;53,391093;10,68781;0,6
Bremervörde;53,445118;9,13903;1,1
Hamburg-Neuwiedenthal;53,477585;9,895741;1,3
Waren (Müritz);53,519622;12,665404;2
Bremerhaven;53,53321;8,576089;0,3
Mittelnkirchen-Hohenfelde;53,553423;9,609747;0,4
Grambek;53,573115;10,679686;1
Borkum-Flugplatz;53,598385;6,702417;3
Trollenhagen;53,599793;13,303907;0,8
Goldberg;53,605834;12,103404;2,8
Hamburg-Fuhlsbüttel;53,633172;9,988102;0,8
Wangerland-Hooksiel;53,641065;8,08086;3
Schwerin;53,642425;11,387095;1,1
Steinau, Kr. Cuxhaven;53,694592;8,873533;1,4
Norderney;53,712304;7,151923;5,8
Quickborn;53,733089;9,87757;0,7
Ueckermünde;53,744455;14,069809;1,6
Teterow;53,761035;12,557375;1,3
Lübeck-Blankensee;53,802512;10,698941;1
Gülzow-Prüzen;53,817775;12,064513;2,5
Freiburg/Elbe;53,827696;9,249276;1,2
Anklam;53,840867;13,685443;1,9
Cuxhaven;53,871341;8,706028;1,8
Wittenborn;53,922412;10,226738;2,7
Itzehoe;53,989731;9,569692;2,5
Kirchdorf/Poel;53,999513;11,434142;0,7
Boltenhagen;54,002724;11,19082;0,9
Hasenkrug-Hardebek;54,00385;9,855495;1,5
Padenstedt (Pony-Park);54,018844;9,925507;1,2
Wacken;54,0246;9,387966;2,8
Tribsees;54,065427;12,765454;1,4
Elpersbüttel;54,069146;9,010547;2
Groß Lüsewitz;54,071364;12,323764;1,9
Pelzerhaken;54,08933;10,877341;1,1
Greifswald;54,096704;13,405565;1,5
Karlshagen;54,104896;13,823906;1,7
Dörnick;54,165444;10,351887;3,3
Helgoland;54,174971;7,891995;2
Rostock-Warnemünde;54,180279;12,080806;2,2
Greifswalder Oie;54,24373;13,910203;1,8
Steinhagen-Negast;54,248381;13,041864;2
Erfde;54,299212;9,316185;5,2
Ostenfeld (Rendsburg);54,319385;9,80512;1,9
Hohwacht;54,319391;10,673193;3,5
Sankt Peter-Ording;54,327907;8,603056;2,3
Barth;54,340527;12,710848;1,5
Putbus;54,364277;13,477079;3,4
Kiel-Holtenau;54,377582;10,142375;1,6
Hattstedt;54,526755;9,042461;2,8
Schleswig;54,527539;9,548666;3,6
Fehmarn;54,528292;11,060556;1,4
Hiddensee-Vitte;54,574966;13,104408;1,5
Schönhagen (Ostseebad);54,640986;10,02377;1,3
Arkona;54,679109;13,434416;0,9
Leck;54,790294;8,951446;3,5
List auf Sylt;55,010989;8,412531;2,2
