name;lat;lon;value
Breckerfeld-Wengeberg;51,248783;7,467166;12,8
Eslohe;51,25399;8,15653;9,7
Etzleben;51,260977;11,175368;0,9
Hirschstein-Heyda;51,265101;13,358848;0
Weißenfels-Wengelsdorf;51,274324;12,051727;0,4
Schauenburg-Elgershausen;51,283452;9,358959;7,2
Korbach-Rhena;51,288015;8,792783;5,1
Tönisvorst;51,289722;6,443651;6,9
Neuenrade-Blintrop;51,291467;7,85303;5
Willingen/Hochsauerland;51,291529;8,598143;7,3
Düsseldorf;51,295968;6,768626;14,3
Oschatz;51,29598;13,09283;0,1
Nettetal-Hülst;51,299239;6,20126;7,9
Markranstädt-Großlehna;51,308993;12,171838;0,7
Kamenz-Cunnersdorf;51,312224;14,049887;0,2
Leipzig-Holzhausen;51,31509;12,446226;3
Gevelsberg-Oberbröking;51,332887;7,341174;9,6
Helbedündorf-Keula;51,333985;10,528996;3,1
Twistetal-Mühlhausen;51,3344;8,913191;3,9
Arolsen-Landau, Bad;51,343117;9,076333;3,9
Hähnichen-Trebus;51,344466;14,838693;0,2
Großenhain-Strauch;51,36578;13,580054;0,1
Sondershausen;51,369118;10,88001;1,7
Artern;51,374418;11,291962;0,9
Querfurt-Mühle Lodersleben;51,389498;11,541221;1
Lauchstädt, Bad;51,39092;11,878575;0
Leinefelde;51,393197;10,312349;3,9
Boxberg;51,404082;14,568144;0,2
Essen-Bredeney;51,404085;6,967741;12,4
Brilon-Thülen;51,413998;8,649983;5,6
Reinholterode;51,424764;10,189764;6,1
Warstein-Hirschberg;51,431882;8,266476;10
Leipzig/Halle;51,434711;12,239585;3,2
Hoyerswerda;51,449238;14,25327;0,1
Grebenstein;51,451068;9,413796;5,3
Eilenburg;51,460338;12,668652;0,4
Arnsberg-Neheim;51,46332;7,97797;5
Diemelstadt-Rhoden;51,47426;9,003906;7,8
Reinhardshagen-Vaake;51,484127;9,612059;11,3
Liebenau-Haueda;51,4882;9,249252;4,7
Geldern-Walbeck;51,494168;6,246343;6,4
Rüthen;51,496642;8,434191;6,3
Göttingen;51,500248;9,950659;4,8
Bochum;51,502642;7,228914;4,9
Warburg;51,50392;9,111774;5,9
Duisburg-Baerl;51,508794;6,701773;10,5
Schönwölkau-Brinnis;51,517074;12,436159;0,9
Klitzschen bei Torgau;51,518528;12,906488;0,2
Dransfeld-Ossenfeld;51,526295;9,797802;6
Südharz-Dietersdorf;51,530667;11,045651;3,6
Seegebiet Mansfelder Land-Dederstedt;51,542637;11,694748;0,5
Wünnenberg-Eilern;51,542692;8,778413;8
Sassendorf, Bad-Beusingsen;51,543948;8,180815;4,4
Mansfeld-Annarode;51,550413;11,40297;0,7
Schipkau-Klettwitz;51,555433;13,884528;1,2
Muskau, Bad;51,565979;14,70081;0,2
Borgentreich;51,567659;9,232377;4,2
Spremberg-Graustein;51,571768;14,476326;0
Gelsenkirchen-Buer;51,576234;7,065182;9,7
Werl;51,576347;7,887922;3
Dinslaken;51,576478;6,784929;11,4
Trendelburg;51,577732;9,433693;8,9
Ellrich-Werna;51,583452;10,709031;5,8
Lauterberg,Bad-Bartolfelde;51,595667;10,462967;8,9
Waltrop-Abdinghof;51,596642;7,404843;3,7
Wesertal-Lippoldsberg;51,61941;9,57491;7,9
Herzberg;51,625476;10,369512;9,9
Lippstadt-Bökenförde;51,633617;8,39445;5
Doberlug-Kirchhain;51,645071;13,574714;0,7
Harzgerode;51,651967;11,136645;1,3
Oberharz am Brocken-Stiege;51,664645;10,881071;3,7
Jeßnitz;51,681752;12,305347;1,8
Berka;51,684172;10,107803;7,2
Herzberg-Lonau;51,688976;10,357102;14,3
Bodenfelde-Amelith;51,695724;9,513524;10,4
Xanten;51,696974;6,39741;7,7
Brakel;51,704894;9,173804;6,3
Olfen;51,706577;7,356366;4,7
Salzkotten;51,709756;8,579609;7,6
Braunlage;51,723383;10,602109;10,6
Aschersleben-Mehringen;51,725946;11,510942;4,9
Köthen (Anhalt);51,751087;12,009351;1,7
Kemberg-Radis;51,755677;12,510429;0,3
Drensteinfurt;51,758488;7,752784;3,2
Kleve;51,761242;6,095381;7,6
Northeim-Imbshausen;51,763036;10,041607;7,4
Hohenbucko;51,764009;13,469979;0,4
Wernigerode-Schierke;51,765838;10,65328;6,7
Lüdinghausen-Brochtrup;51,766342;7,519387;3,8
Cottbus;51,775938;14,316799;0
Delbrück;51,783521;8,565808;9
Lippspringe, Bad;51,785416;8,838795;16,8
Quedlinburg;51,795344;11,131995;3
Lübbenau/Spreewald-Bischdorf;51,798153;13,971648;0,1
Brocken;51,798615;10,61828;4,7
Reken;51,811752;7,090713;8,7
Bernburg/Saale (Nord);51,821792;11,71098;1,6
Bocholt-Liedern (Wasserwerk);51,8293;6,53651;7,7
Ennigerloh-Ostenfelde;51,841775;8,060717;5,7
Wernigerode;51,84544;10,768627;1
Bevern, Kr. Holzminden;51,85294;9,495274;5,1
Lügde-Paenbruch;51,866393;9,271007;6,8
Borken in Westfalen;51,873046;6,886297;9,1
Hecklingen-Groß Börnecke;51,88055;11,464968;2,4
Eimen-Vorwohle;51,887336;9,727987;4,9
Wittenberg;51,889124;12,644598;0
Harzburg, Bad;51,900249;10,569851;1,4
Seesen;51,903979;10,188488;7,5
Langenlipsdorf;51,917335;13,087762;0,1
Jessen (Elster)-Naundorf;51,924458;12,888843;0
Langelsheim-Astfeld;51,926175;10,346131;6,4
Düben;51,926477;12,385221;0,2
Lübben-Blumenfelde;51,926694;13,879715;0
Sargstedt;51,937541;10,989739;5,7
Lage, Kreis Lippe-Hörste;51,944572;8,774854;15,6
Ottenstein;51,94726;9,399808;5,7
Walternienburg-Ronney;51,961014;11,915903;1,1
Coesfeld;51,96175;7,158484;6,3
Alfeld;51,964331;9,80717;6,8
Harsewinkel;51,975316;8,209404;7,1
Lieberose;51,986088;14,304403;0,1
Osterwieck-Rimbeck;51,999681;10,632689;3,8
Ostbevern-Schirlheide;52,008733;7,851948;5,3
Coschen;52,019184;14,725442;0
Wanzleben-Börde / Klein Germersleben;52,01934;11,40593;3,2
Badewitz bei Zerbst;52,022318;12,159693;1
Huy-Pabstorf;52,030421;10,962603;5,9
Baruth;52,061303;13,499731;0
Bielefeld-Deppendorf;52,071449;8,456493;9,9
Ahaus;52,0813;6,940893;7,8
Hameln-Hastenbeck;52,081826;9,407661;3,1
Felgentreu;52,099737;13,001629;0,1
Magdeburg;52,102896;11,582674;2,4
Rothenfelde, Bad;52,103808;8,180881;7,2
Salzuflen, Bad;52,104207;8,752053;6
Steinfurt-Burgsteinfurt;52,117259;7,341055;6,2
Wiesenburg;52,120644;12,458559;0,1
Lienen-Kattenvenne;52,121146;7,869893;5,9
Königsborn;52,133061;11,775702;1,9
Münster/Osnabrück;52,134375;7,696859;4,3
Rinteln-Volksen;52,13836;9,111947;5,4
Münchehofe;52,148833;13,835873;0
Enger;52,150023;8,522574;4,9
Ummendorf;52,160107;11,17586;3,5
Brück-Gömnigk;52,169188;12,733336;0
Pohlitz;52,183643;14,574787;0
Hohe Börde-Schackensleben;52,197954;11,421824;2,2
Springe;52,205394;9,566817;4,7
Lindenberg;52,208489;14,118032;0
Möckern-Drewitz;52,217417;12,164088;0,8
Hörstel-Riesenbeck;52,239575;7,64486;6,7
Cremlingen-Destedt;52,244852;10,718235;0,1
Helmstedt-Emmerstedt;52,246687;10,959207;5
Thyrow;52,253376;13,236146;0
Wollin;52,28129;12,458046;0
Westerkappeln;52,290208;7,868747;9,2
Braunschweig;52,291469;10,446448;4,9
Zielitz;52,299428;11,67331;3,4
Bentheim, Bad;52,301792;7,130106;8,3
Belm;52,317043;8,16943;5
Barsinghausen-Hohenbostel;52,319851;9,42997;4,3
Burg-Blumenthal;52,324068;11,833933;2,1
Essen-Brockhausen, Bad;52,334533;8,38774;4,8
Espelkamp-Isenstedt;52,345157;8,647666;2,8
Wusterwitz;52,361279;12,386733;0,2
Neu Madlitz;52,365259;14,247393;0
Ostercappeln-Schwagstorf;52,365638;8,201145;5,8
Lehrte-Sievershausen;52,366648;10,126468;5,8
Hannover-Kirchrode;52,367103;9,819005;8
Westheide-Born;52,374468;11,465476;3
Berlin Brandenburg;52,380702;13,530576;0
Potsdam;52,381247;13,06223;0,1
Petershagen;52,3817;9,017551;5,8
Genthin;52,387511;12,160174;1
Hannover-Herrenhausen;52,396469;9,662863;4,4
Oebisfelde-Weferlingen-Bösdorf;52,415269;11,075762;4,4
Groß Kreutz-Krielow;52,416907;12,800607;0,2
Tangerhütte-Grieben;52,423322;11,96596;1,6
Rehburg-Loccum;52,439577;9,133518;5,2
Rahden-Kleinendorf;52,446122;8,590574;3,7
Uetze;52,458765;10,188826;5,6
Hannover;52,464428;9,677906;5
Berlin-Tempelhof;52,467551;13,401981;0
Alfhausen;52,485322;7,912544;8,2
Neustadt am Rübenberge;52,499967;9,494071;5
Demker;52,507485;11,855089;2
Lingen-Baccum;52,512631;7,413109;7,2
Fürstenau;52,515965;7,676221;7,8
Müncheberg;52,517588;14,123226;0
Köckte;52,523331;11,126104;4,1
Staaken;52,540408;13,124293;0
Manschnow;52,546778;14,54525;0
Ahrensfelde;52,585015;13,563378;0
Diepholz;52,588112;8,342405;5,7
Wedemark-Elze;52,588296;9,73857;5,7
Strausberg;52,588376;13,928872;0
Ringe-Großringe;52,598302;6,944915;6,2
Kirchdorf, Kreis Diepholz;52,600709;8,852192;6,4
Celle (Stadt);52,614642;10,072598;5,1
Berge;52,619829;12,786684;0,2
Berlin-Buch;52,630956;13,502135;0
Wittingen-Vorhop;52,642294;10,662762;5,5
Marwitz (Wasserwerk);52,657941;13,178961;0,1
Schollene;52,662966;12,181243;1,3
Nienburg;52,671092;9,222894;5,5
Dinklage;52,67462;8,113724;4,9
Essel;52,679692;9,652352;6,4
Barnstorf;52,696508;8,486956;5,4
Kremmen-Groß Ziethen;52,72774;13,012119;0,2
Osterburg (Altmark)-Ballerstedt;52,732076;11,712319;3,3
Scharnhorst-Marwede;52,736346;10,344026;5,3
Kleßen;52,739049;12,498366;0,5
Twist-Hebelermeer;52,743015;7,07542;6,1
Heckelberg;52,746142;13,842702;0
Hohenberg-Krusemark-Schwarzholz;52,747017;11,97918;2,3
Diesdorf;52,752218;10,88308;6
Groß Berßen;52,755286;7,481492;7,1
Wustrow;52,760573;14,217398;0
Frankenfeld-Hedern;52,765862;9,404613;5,7
Fallingbostel, Bad;52,856783;9,67563;8,8
Bassum;52,86303;8,698853;5,9
Seehausen;52,891088;11,729659;2,9
Schwarme;52,908108;9,045152;4,4
Schorfheide-Groß Schönebeck;52,909373;13,537061;0
Großenkneten;52,933593;8,237018;6,1
Kyritz;52,936248;12,409335;1,1
Uelzen;52,941435;10,528857;3,2
Neuruppin-Alt Ruppin;52,943711;12,851826;0,4
Dörpen;52,954199;7,319679;5,8
Verden-Dauelsen;52,958617;9,226861;6,8
Soltau;52,960408;9,793049;7,7
Zehdenick;52,96635;13,326752;0
Lüchow;52,972379;11,137371;4
Friedrichswalde;53,023826;13,708829;0,1
Angermünde;53,031558;13,99082;0
Berkholz-Meyenburg;53,044332;14,242298;0,1
Bremen;53,04507;8,798084;5,2
Neuruppin-Gühlen Glienicke;53,052813;12,756219;1
Friesoythe-Altenoythe;53,064301;7,901969;6,1
Zernien;53,070402;10,883125;6,5
Rehlingen-Ehlbeck;53,085885;10,161061;5,2
Perleberg;53,095176;11,860293;3,4
Lenzen/Elbe;53,100708;11,486414;4,2
Stechlin-Menz;53,101974;13,042072;0,2
Hude/Oldenburg;53,122799;8,42046;6,7
Rotenburg (Wümme);53,128923;9,339795;7,4
Ottersberg-Otterstedt;53,140299;9,151689;7,9
Kuhbier;53,148574;12,085143;1,7
Karstädt/Prignitz;53,172426;11,749132;3,4
Mittenwalde/Uckermark;53,184585;13,654515;0,2
Wittstock-Rote Mühle;53,186436;12,494939;1
Wendisch Evern;53,213878;10,470375;3,5
Malk Göhren;53,214097;11,368558;4,6
Hohenreinkendorf;53,225167;14,329961;0,1
Königsmoor;53,227933;9,652723;7,1
Dollart-Kanalpolder;53,228884;7,219053;6
Schwanewede-Neuenkirchen;53,233771;8,51153;5,9
Bleckede-Walmsburg;53,240142;10,852162;4,3
Rastede;53,242759;8,223641;9,2
Westerstede;53,250375;7,934993;7,9
Grabow (Kläranlage Fahlenkamp);53,265138;11,504213;3,8
Krümmel;53,268105;12,722084;0,7
Worpswede-Hüttenbusch;53,275827;8,985687;8,1
Heeslingen-Wiersdorf;53,298853;9,335125;7,1
Meyenburg;53,308318;12,293694;0,9
Moormerland-Neermoor;53,310978;7,432904;7,1
Grünow;53,315357;13,933856;0,2
Marnitz;53,32222;11,932143;2,7
Redefin;53,346894;11,199183;3,8
Rosengarten-Klecken;53,3629;9,943511;5,2
Bockhorn-Grabstede;53,367048;7,967927;9
Ovelgönne;53,381903;8,449286;6,7
Grambow-Schwennenz;53,383698;14,372801;0,4
Emden;53,388122;7,228716;7,1
Boizenburg;53,391093;10,68781;2,5
Beverstedt;53,425244;8,804026;9,4
Uckerland-Karlstein;53,427726;13,816671;0,8
Bremervörde;53,445118;9,13903;9
Neustadt-Glewe-Friedrichsmoor;53,457104;11,568696;2,6
Plau am See;53,458432;12,241705;1,5
Hamburg-Neuwiedenthal;53,477585;9,895741;5,2
Butjadingen-Inte;53,492638;8,376849;5,1
Dodow;53,503518;11,00137;5,9
Norden-Leybuchtpolder;53,503894;7,121735;9,6
Jork-Moorende;53,508338;9,737635;9,2
Waren (Müritz);53,519622;12,665404;1
Penzlin-Groß Lukow;53,525457;13,016084;0,5
Bremerhaven;53,53321;8,576089;8,4
Goldenbow;53,538852;11,7607;3,2
Mittelnkirchen-Hohenfelde;53,553423;9,609747;7,3
Grambek;53,573115;10,679686;5
Rothemühl;53,595357;13,812134;0,8
Borkum-Flugplatz;53,598385;6,702417;7
Trollenhagen;53,599793;13,303907;0,5
Goldberg;53,605834;12,103404;2,1
Hamburg-Fuhlsbüttel;53,633172;9,988102;5,3
Lamstedt;53,636892;9,097868;8,5
Wangerland-Hooksiel;53,641065;8,08086;6
Schwerin;53,642425;11,387095;2,9
Dornum;53,645983;7,430158;9,4
Friedland;53,655726;13,536919;0,2
Sprenge;53,68927;10,365697;4,4
Steinau, Kr. Cuxhaven;53,694592;8,873533;7,4
Langen-Holßel, Kreis Cuxhaven;53,695623;8,629108;6,6
Drochtersen;53,711752;9,379085;6,5
Norderney;53,712304;7,151923;5,7
Quickborn;53,733089;9,87757;7,2
Rathebur;53,740917;13,790639;0,6
Ueckermünde;53,744455;14,069809;0,6
Carlow;53,757531;10,928814;4,1
Teterow;53,761035;12,557375;1,1
Ventschow;53,778422;11,55948;4,4
Lübeck-Blankensee;53,802512;10,698941;3,1
Borrentin-Wolkwitz;53,808029;12,960697;0,6
Parum;53,811914;12,113984;2,5
Baumgarten;53,814876;11,88179;4,2
Gülzow-Prüzen;53,817775;12,064513;2,8
Freiburg/Elbe;53,827696;9,249276;6,6
Grevesmühlen;53,831209;11,171278;3,1
Anklam;53,840867;13,685443;0,5
Cuxhaven;53,871341;8,706028;8,5
Schmarsow;53,875346;13,210143;1,2
Weddelbrook;53,900473;9,830793;5,7
Wittenborn;53,922412;10,226738;3,2
Schwartau,Bad -Groß Parin;53,938481;10,698267;1,5
Dewichow;53,949655;13,97418;0,8
Itzehoe;53,989731;9,569692;7,6
Kirchdorf/Poel;53,999513;11,434142;1,1
Boltenhagen;54,002724;11,19082;0,7
Hasenkrug-Hardebek;54,00385;9,855495;5,1
Groß Kiesow-Schlagtow;54,011742;13,499925;1,8
Padenstedt (Pony-Park);54,018844;9,925507;3,6
Wacken;54,0246;9,387966;7,3
Tribsees;54,065427;12,765454;2,2
Elpersbüttel;54,069146;9,010547;8
Groß Lüsewitz;54,071364;12,323764;2,8
Gersdorf;54,080548;11,74249;1,2
Pelzerhaken;54,08933;10,877341;0,4
Greifswald;54,096704;13,405565;2,2
Süderholz-Neuendorf;54,103401;13,15331;2,9
Karlshagen;54,104896;13,823906;1,2
Dörnick;54,165444;10,351887;1
Haale;54,169524;9,555852;3,1
Helgoland;54,174971;7,891995;7,2
Rostock-Warnemünde;54,180279;12,080806;0,9
Greifswalder Oie;54,24373;13,910203;0,8
Steinhagen-Negast;54,248381;13,041864;1,5
Erfde;54,299212;9,316185;5,8
Ostenfeld (Rendsburg);54,319385;9,80512;2,3
Hohwacht;54,319391;10,673193;0,7
Krempel;54,323692;9,024711;9
Sankt Peter-Ording;54,327907;8,603056;6,1
Barth;54,340527;12,710848;1,2
Köhn;54,344412;10,458082;0,7
Putbus;54,364277;13,477079;1,7
Großenbrode;54,372582;11,082818;0,4
Kiel-Holtenau;54,377582;10,142375;0,7
Groß Wittensee;54,403194;9,765426;3
Sagard;54,515937;13,530523;0,9
Hattstedt;54,526755;9,042461;6,9
Schleswig;54,527539;9,548666;4,6
Fehmarn;54,528292;11,060556;0,4
Hiddensee-Vitte;54,574966;13,104408;0,9
Eggebek;54,62823;9,364924;5
Bordelum;54,632756;8,936989;5,9
Schönhagen (Ostseebad);54,640986;10,02377;0,6
Arkona;54,679109;13,434416;0,8
Satrup;54,685407;9,6261;2,4
Wrixum/Föhr;54,692781;8,527128;5
Leck;54,790294;8,951446;6,4
Weesby;54,837286;9,148066;5,5
List auf Sylt;55,010989;8,412531;3,4
